MT	04	MT_04	NC	E	09002016	35.75649	82.25134	1678	55.0
MT	05	MT_05	NC	E	09002016	35.75581	82.25083	1649	54.4
MT	07	MT_07	NC	E	09002016	35.75458	82.24234	1470	39.4
MT	08	MT_08	NC	E	09002016	35.7524	82.24024	1420	44.8
MT	09	MT_09	NC	E	09002016	35.75366	82.24549	1533	33.0
MT	10	MT_10	NC	E	09002016	35.75354	82.245	1525	51.2
MT	12	MT_12	NC	E	09002049	35.757069	82.252205	1701	51.5
PRK	01	PRK_01	WV	E	09282017	38.32659	80.15412	1440	19.7
PRK	02	PRK_02	WV	E	09282017	38.33402	80.15413	1398	64.0
PRK	03	PRK_03	WV	E	09282017	38.34276	80.16302	1268	35.3
PRK	04	PRK_04	WV	E	09282017	38.34618	80.16209	1262	26.9
PRK	05	PRK_05	WV	E	09282017	38.34659	80.16196	1267	18.8
RP	01	RP_01	TN	E	09002016	35.60925	83.44671	1617	54.1
RP	03	RP_03	TN	E	09002016	35.60989	83.44798	1586	50.4
RP	05	RP_05	TN	E	09002016	35.61014	83.45202	1545	48.2
RP	06	RP_06	TN	E	09002016	35.61018	83.45275	1537	63.0
RP	11	RP_11	TN	E	09002016	35.61305	83.46869	1370	62.3
WA	412	WA_412	NC	E	09002016	35.34417	83.35255	1285	49.1
WA	414	WA_414	NC	E	09002016	35.34103	83.35087	1273	44.8
WA	416	WA_416	NC	E	09002016	35.33896	83.3516	1251	51.0
WA	418	WA_418	NC	E	09002016	35.3378	83.35202	1264	54.8
WA	419	WA_419	NC	E	09002016	35.34348	83.35368	1277	60.8
XCS	01	XCS_01	WV	E	09262017	39.53417	79.48211	777	12.9
XCS	03	XCS_03	WV	E	09262017	39.53408	79.48120	776	6.4
XCV	01	XCV_01	WV	E	10062017	39.09184	79.44985	1141	37.9
XCV	02	XCV_02	WV	E	10062017	39.08964	79.45225	1129	11.8
XCV	03	XCV_03	WV	E	10062017	39.08574	79.45770	1123	30.6
XCV	04	XCV_04	WV	E	10062017	39.08291	79.46288	1130	9.5
XCV	05	XCV_05	WV	E	10062017	39.07191	79.47373	1113	7.3
XDS	01	XDS_01	WV	E	10062017	38.97031	79.34267	1201	20.7
XDS	02	XDS_02	WV	E	10062017	38.97128	79.34201	1191	42.3
XDS	03	XDS_03	WV	E	10062017	38.97446	79.33907	1203	10.5
XDS	04	XDS_04	WV	E	10062017	38.98078	79.33386	1213	34.1
XDS	05	XDS_05	WV	E	10062017	39.00473	79.32766	1224	36.0
XDS	06	XDS_06	WV	E	10062017	39.04542	79.31111	1210	36.6
XFS	01	XFS_01	MD	E	09252017	39.70285	78.93856	825	15.3
XFS	02	XFS_02	MD	E	09252017	39.70614	78.93826	827	25.8
XFS	03	XFS_03	MD	E	09252017	39.70361	78.94185	820	11.3
XGL	02	XGL_02	MD	E	09222017	39.50541	79.27808	815	16.2
XGL	03	XGL_03	MD	E	09222017	39.56346	79.27938	815	13.1
XGL	04	XGL_04	MD	E	09222017	39.56291	79.28023	815	29.0
XGL	05	XGL_05	MD	E	09222017	39.56215	79.27727	809	12.6
XPK	01	XPK_01	WV	E	10232017	38.56175	79.49467	1340	14.6
XPK	02	XPK_02	WV	E	10232017	38.56417	79.49506	1364	46.0
XPK	03	XPK_03	WV	E	10232017	38.57069	79.49226	1309	32.5
XPK	04	XPK_04	WV	E	10232017	38.56457	79.49476	1360	31.4
XSK	01	XSK_01	WV	E	10052017	38.93676	79.68698	1127	53.5
XSK	02	XSK_02	WV	E	10052017	38.93525	79.68056	1101	49.7
XSK	05	XSK_05	WV	E	10052017	38.94198	79.66622	919	22.9
XWS	03	XWS_03	MD	E	09262017	39.66348	79.09103	787	12.3
XWS	05	XWS_05	MD	E	09262017	39.65982	79.09377	788	5.1
XWS	06	XWS_06	MD	E	09262017	39.65987	79.09471	788	8.0
